pharmacy_id,district_id,name,street,housenumber,postal_code,district,neighborhood,phone_number,website,services_offered,openinghours,wheelchair_accessible,latitude,longitude,coordinates
656210648,11005005,mariannen-apotheke,brunsbütteler damm,271,13591,Spandau,Staaken,+49303664364,https://www.mariannen-apo-berlin.de/,dispensing_yes,"mo-fr 08:00-19:00; sa 08:00-14:00; su,ph off",yes,52.5325457,13.1556432,POINT(13.1556432 52.5325457)
658444284,11001001,apotheke am augustenburger platz,triftstraße,37,13353,Mitte,Wedding,,http://www.hauptstadt-apotheke.de/,dispensing_yes,mo-fr 09:00-19:00; sa 09:00-14:00,yes,52.541849,13.3503744,POINT(13.3503744 52.541849)
658612646,11006006,schildhorn apotheke,schloßstraße,19,12163,Steglitz-Zehlendorf,Steglitz,,nan,dispensing_yes,"mo-sa 09:00-20:00; su,ph off",yes,52.4607968,13.3241522,POINT(13.3241522 52.4607968)
661092195,11004004,atlantis-apotheke,wilmersdorfer straße,31,10585,Charlottenburg-Wilmersdorf,Charlottenburg,+49303422926,https://www.atlantis-apotheke-berlin-app.de/,dispensing_yes,"mo-fr 09:00-19:00, sa 09:00-15:00",yes,52.5130881,13.3048087,POINT(13.3048087 52.5130881)
661126965,11004004,flora-apotheke,nan,nan,nan,Charlottenburg-Wilmersdorf,Charlottenburg,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:30,yes,52.5172034,13.3043479,POINT(13.3043479 52.5172034)
663008203,11004004,karlsbader apotheke,karlsbader straße,18,14193,Charlottenburg-Wilmersdorf,Schmargendorf,+493083224950,nan,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-14:00,no,52.4780536,13.2821088,POINT(13.2821088 52.4780536)
665535053,11004004,pestalozzi apotheke,kaiser-friedrich-straße,45a,10627,Charlottenburg-Wilmersdorf,Charlottenburg,,nan,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-14:00,no,52.5080757,13.3018276,POINT(13.3018276 52.5080757)
666388871,11004004,erasmus-apotheke,hohenzollerndamm,47a,10713,Charlottenburg-Wilmersdorf,Wilmersdorf,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,no,52.4886003,13.3013735,POINT(13.3013735 52.4886003)
666961028,11004004,siemensstadt apotheke,toeplerstraße,35,13627,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,+49303822076,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:30,yes,52.5379148,13.2799585,POINT(13.2799585 52.5379148)
667211329,11004004,fürstenplatz-apotheke,nan,nan,nan,Charlottenburg-Wilmersdorf,Westend,,nan,dispensing_yes,"mo,tu,th,fr 08:00-19:30; sa 09:00-14:00; we 08:00-14:00",yes,52.5123167,13.2653691,POINT(13.2653691 52.5123167)
667211352,11004004,quant apotheke,reichsstraße,105,14052,Charlottenburg-Wilmersdorf,Westend,+493030823363,https://www.quant-apotheke.de/,dispensing_yes,"mo,tu,th 08:00-19:00; we,fr 08:00-18:00; sa 09:00-13:00",yes,52.510638,13.2698479,POINT(13.2698479 52.510638)
667211375,11004004,raphael-apotheke,reichsstraße,36,14052,Charlottenburg-Wilmersdorf,Westend,,https://www.raphael-apo.de,,"mo-fr 08:30-18:30,sa 08:30-13:00",yes,52.5191931,13.2572734,POINT(13.2572734 52.5191931)
667211386,11004004,reichs-apotheke,nan,nan,nan,Charlottenburg-Wilmersdorf,Westend,,nan,dispensing_yes,mo-fr 08:00-19:00; sa 08:00-14:00,limited,52.5158753,13.2609904,POINT(13.2609904 52.5158753)
667211398,11004004,apotheke am steubenplatz,reichsstraße,22,14052,Charlottenburg-Wilmersdorf,Westend,,nan,dispensing_yes,mo-fr 09:00-19:00; sa 09:00-13:30,yes,52.5160655,13.2616014,POINT(13.2616014 52.5160655)
668246090,11006006,barbara-apotheke,ladenstraße,9-10,14169,Steglitz-Zehlendorf,Zehlendorf,+49308134088,https://www.barbara-apotheke-berlin.de/,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,limited,52.4497045,13.2530168,POINT(13.2530168 52.4497045)
668899440,11011011,apotheke am tierpark,rummelsburger straße,13,10315,Lichtenberg,Friedrichsfelde,+493051591623,https://www.apotheke-am-tierpark.de/,dispensing_yes,mo-fr 08:00-18:30; sa 09:00-12:00,yes,52.504119,13.5124502,POINT(13.5124502 52.504119)
670658040,11007007,königin-luise-apotheke,bülowstraße,23,10783,Tempelhof-Schöneberg,Schöneberg,,nan,dispensing_yes,mo-fr 08:30-20:00; sa 08:30-14:00,yes,52.4977903,13.3609228,POINT(13.3609228 52.4977903)
671210857,11012012,annen-apotheke,ernststraße,62,13509,Reinickendorf,Borsigwalde,+493043566486,https://www.annen-apotheke-borsigwalde.de/,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00; ph off,no,52.58365,13.301616,POINT(13.301616 52.58365)
671390314,11010010,vitacura-apotheke,marchwitzastraße,29 b,12681,Marzahn-Hellersdorf,Marzahn,,https://www.vitacura-apotheke-berlin.de/,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-13:00,yes,52.5235741,13.5438535,POINT(13.5438535 52.5235741)
671488820,11003003,apotheke am s-bahnhof storkower straße,hermann-blankenstein-straße,38,10249,Pankow,Prenzlauer Berg,,nan,dispensing_yes,mo-sa 09:00-18:00,yes,52.5239265,13.4623091,POINT(13.4623091 52.5239265)
671696780,11004004,westend - apotheke,spandauer damm,130,14050,Charlottenburg-Wilmersdorf,Westend,,nan,dispensing_yes,mo-fr 08:30-18:00; sa 09:00-12:00,yes,52.5185444,13.2787702,POINT(13.2787702 52.5185444)
674086086,11005005,kronen-apotheke,schönwalder straße,29,13585,Spandau,Spandau,+493035503630,https://www.kronen-apotheke-spandau.de/,dispensing_yes,nan,yes,52.5480636,13.2013519,POINT(13.2013519 52.5480636)
674316062,11004004,gervinus-apotheke,wilmersdorfer straße,106,10629,Charlottenburg-Wilmersdorf,Charlottenburg,,nan,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-18:00,no,52.5044892,13.3075551,POINT(13.3075551 52.5044892)
678295768,11012012,waldsee-apotheke,berliner straße,41,13467,Reinickendorf,Hermsdorf,+49304041045,http://www.waldsee-apotheke.de,dispensing_yes,nan,yes,52.6208593,13.3136912,POINT(13.3136912 52.6208593)
689563385,11006006,christophorus-apotheke,schloßstraße,88,12163,Steglitz-Zehlendorf,Steglitz,+49307912787,nan,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-18:00,limited,52.4576143,13.3217071,POINT(13.3217071 52.4576143)
691484619,11006006,althoff-apotheke,bergstraße,9,12169,Steglitz-Zehlendorf,Steglitz,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,yes,52.4580136,13.3299507,POINT(13.3299507 52.4580136)
691484670,11007007,dr. krachts apotheke,rheinstraße,52a,12161,Tempelhof-Schöneberg,Friedenau,+49308515565,http://drkrachtsapotheke.de/,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-16:00,no,52.4681185,13.3320209,POINT(13.3320209 52.4681185)
699533239,11008008,gartenstadt apotheke,lieselotte-berger-platz,9,12355,Neukölln,Rudow,+493066920324,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,limited,52.4041242,13.5072138,POINT(13.5072138 52.4041242)
699538009,11008008,apotheke alt-rudow,alt-rudow,26,12357,Neukölln,Rudow,+49306635068,https://www.apotheke-alt-rudow-app.de/,dispensing_yes,"mo-fr 08:00-18:30, sa 08:00-14:00",yes,52.4201063,13.4920406,POINT(13.4920406 52.4201063)
703042593,11008008,paracelsus apotheke,neuköllner straße,208,12357,Neukölln,Rudow,,https://www.paracelsus-apotheke-berlin.de/,dispensing_yes,mo-fr 08:30-18:00; sa 08:00-14:00,no,52.4292698,13.4779131,POINT(13.4779131 52.4292698)
703802174,11007007,meraner apotheke,meraner straße,16,10825,Tempelhof-Schöneberg,Schöneberg,+49308536013,https://www.meraner-apotheke.de/,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-13:00,yes,52.4866223,13.3386726,POINT(13.3386726 52.4866223)
715203766,11004004,möwen-apotheke,helgolandstraße,1,14199,Charlottenburg-Wilmersdorf,Wilmersdorf,,nan,dispensing_yes,mo-fr 08:00-18:30; sa 09:00-13:00,yes,52.4729719,13.2991581,POINT(13.2991581 52.4729719)
715203882,11004004,fortuna-apotheke,uhlandstraße,86,10717,Charlottenburg-Wilmersdorf,Wilmersdorf,+49308616011,https://www.apotheken.de/club/10717/fortuna-apotheke/,dispensing_yes,nan,yes,52.4888204,13.3224732,POINT(13.3224732 52.4888204)
715203887,11004004,josephinen apotheke,uhlandstraße,79a,nan,Charlottenburg-Wilmersdorf,Wilmersdorf,,nan,dispensing_yes,nan,yes,52.4901513,13.3227162,POINT(13.3227162 52.4901513)
715911607,11004004,suarez-apotheke,suarezstraße,64,14057,Charlottenburg-Wilmersdorf,Charlottenburg,,nan,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-15:00,yes,52.5103771,13.2975749,POINT(13.2975749 52.5103771)
718143915,11004004,apotheke am funkturm,neue kantstraße,18,14057,Charlottenburg-Wilmersdorf,Charlottenburg,+49303216761,https://www.apoamfunkturm.de/,dispensing_yes,"mo,tu,th,fr 08:30-18:30; we 08:30-18:00; sa 08:30-13:00",no,52.5063159,13.2842068,POINT(13.2842068 52.5063159)
730172940,11007007,goeben-apotheke,goebenstraße,15a,10783,Tempelhof-Schöneberg,Schöneberg,+49302162454,https://www.goeben-apotheke.de,dispensing_yes,mo-fr 09:00-18:30; sa 09:00-13:00,yes,52.4931996,13.3667198,POINT(13.3667198 52.4931996)
733902771,11008008,centrum apotheke,lipschitzallee,68,12353,Neukölln,Gropiusstadt,,nan,dispensing_yes,nan,yes,52.4254275,13.4630198,POINT(13.4630198 52.4254275)
737199963,11011011,gesundleben,nan,nan,nan,Lichtenberg,Fennpfuhl,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,limited,52.5268005,13.478518,POINT(13.478518 52.5268005)
738996191,11007007,kurmark apotheke,kurfürstenstraße,154,10785,Tempelhof-Schöneberg,Schöneberg,+493026555477,http://www.apo-net.de/kurmark/index2.htm,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-13:30,no,52.4994495,13.3637956,POINT(13.3637956 52.4994495)
747517159,11003003,nordend-apotheke,nan,nan,nan,Pankow,Niederschönhausen,,nan,dispensing_yes,mo-fr 09:00-18:00; sa 09:00-12:30,no,52.5894147,13.4014334,POINT(13.4014334 52.5894147)
753467604,11003003,mendel apotheke,breite straße,6,13187,Pankow,Pankow,,nan,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-13:00,yes,52.5714517,13.4108555,POINT(13.4108555 52.5714517)
762002923,11010010,heide-apotheke,chemnitzer straße,203,12621,Marzahn-Hellersdorf,Kaulsdorf,+49305675290,https://www.heide-apotheke-berlin.de/,dispensing_yes,"mo-fr 08:30-18:30, sa 09:00-12:30; ph off",no,52.4870402,13.5749614,POINT(13.5749614 52.4870402)
765341424,11003003,eulen apotheke,florastraße,4,13187,Pankow,Pankow,+493043724730,https://www.eulenruf.de/,dispensing_yes,"mo-fr 08:30-19:00, sa 09:00-14:00",yes,52.5657093,13.397257,POINT(13.397257 52.5657093)
765566778,11006006,adler-apotheke,teltower damm,31,14169,Steglitz-Zehlendorf,Zehlendorf,,https://www.adlerapoberlin.de/,dispensing_yes,"mo-fr 08:30-19:00; sa 08:30-14:00; su,ph off",yes,52.4321449,13.2591411,POINT(13.2591411 52.4321449)
766742178,11002002,sternlicht apotheke,körtestraße,22,10967,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,mo-fr 09:00-18:30; sa 09:00-14:00,yes,52.4904307,13.4094009,POINT(13.4094009 52.4904307)
766875155,11009009,elefanten-apotheke,dörpfeldstraße,46,12489,Treptow-Köpenick,Adlershof,+493067894942,https://www.elefanten-apotheke-berlin.de/,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-14:00,yes,52.4382284,13.5480046,POINT(13.5480046 52.4382284)
766875188,11009009,adler apotheke,dörpfeldstraße,7,12489,Treptow-Köpenick,Adlershof,+49306771440,https://www.adler-apotheke-adlershof-berlin.de/,dispensing_yes,"mo-fr 08:00-19:00, sa 09:00-14:00",yes,52.4360165,13.543222,POINT(13.543222 52.4360165)
769270129,11012012,kopenhagener apotheke,kopenhagener straße,2,13407,Reinickendorf,Reinickendorf,+49304955590,nan,dispensing_yes,"mo-fr 08:30-18:30, sa 08:30-13:00",limited,52.5743966,13.3595153,POINT(13.3595153 52.5743966)
769318454,11012012,lindauer-apotheke,residenzstraße,154,13409,Reinickendorf,Reinickendorf,,nan,dispensing_yes,"mo-fr 08:00-18:30; sa 08:00-13:00; ph,su off",limited,52.573665,13.3594452,POINT(13.3594452 52.573665)
769365479,11002002,apotheke am moritzplatz,oranienstraße,158,10969,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,"mo,tu,th,fr 08:30-19:00; we 09:00-13:00",yes,52.5028987,13.4129908,POINT(13.4129908 52.5028987)
769847926,11002002,urban-apotheke,urbanstraße,39,10967,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,yes,52.4908644,13.4158532,POINT(13.4158532 52.4908644)
769847931,11002002,körte-apotheke,grimmstraße,17,10967,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,mo-fr 09:00-18:30; sa 09:00-13:00,yes,52.4919934,13.4137912,POINT(13.4137912 52.4919934)
770651959,11003003,sonnen apotheke,langhansstraße,82,13086,Pankow,Weißensee,+49305654720,https://www.sonnenapotheke-berlin.de/,dispensing_yes,mo-fr 09:00-18:00; sa 09:00-13:00,limited,52.5544002,13.4317943,POINT(13.4317943 52.5544002)
771332595,11007007,bavaria-apotheke,ansbacher straße,53,10777,Tempelhof-Schöneberg,Schöneberg,+49302182225,http://www.apo-net.de/bavaria/index2.htm,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-16:00,yes,52.4979101,13.340083,POINT(13.340083 52.4979101)
775342929,11006006,germania apotheke,schloßstraße,29,12163,Steglitz-Zehlendorf,Steglitz,+49307916975,https://germaniaapotheke-berlin.de,dispensing_yes,"mo-fr 08:30-19:00; sa 09:30-18:30; su,ph off",yes,52.4589046,13.3223417,POINT(13.3223417 52.4589046)
775578347,11003003,prenzlauer apotheke,prenzlauer allee,214,10405,Pankow,Prenzlauer Berg,,https://www.prenzlauer-apotheke.de/,dispensing_yes,mo-fr 09:00-19:30; sa 09:00-18:00,yes,52.5359441,13.4218153,POINT(13.4218153 52.5359441)
795255878,11006006,brigitten-apotheke,steglitzer damm,29,12169,Steglitz-Zehlendorf,Steglitz,,nan,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-14:30,yes,52.4509538,13.3409295,POINT(13.3409295 52.4509538)
808390982,11011011,brunnen-apotheke,falkenberger chaussee,134,13057,Lichtenberg,Neu-Hohenschönhausen,+493092091464,https://www.brunnenapotheke-berlin.de/,dispensing_yes,"mo-fr 08:00-19:30, sa 09:00-12:00",yes,52.5678366,13.5256044,POINT(13.5256044 52.5678366)
808390994,11011011,auxilia-apotheke,prerower platz,4,13051,Lichtenberg,Neu-Hohenschönhausen,,https://www.auxilia-apotheke.de/,dispensing_yes,sa 08:00-12:30; fr 08:00-18:30; mo-th 08:00-19:00,yes,52.5648301,13.5075743,POINT(13.5075743 52.5648301)
808391031,11011011,falken-apotheke,warnitzer straße,20,13057,Lichtenberg,Neu-Hohenschönhausen,,nan,dispensing_yes,mo-fr 08:30-18:00; sa 08:30-13:00,yes,52.5673914,13.5180117,POINT(13.5180117 52.5673914)
811187886,11001001,nord-west-apotheke,rathenower straße,26,10559,Mitte,Moabit,,https://www.nord-west-apotheke-berlin.de/,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,limited,52.5323433,13.3509417,POINT(13.3509417 52.5323433)
813811847,11006006,curtius-apotheke,curtiusstraße,4,12205,Steglitz-Zehlendorf,Lichterfelde,,http://www.curtius-apotheke.de/,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-14:00,yes,52.4429005,13.2960084,POINT(13.2960084 52.4429005)
816598789,11001001,apotheke am hansaplatz,bartningallee,5,10557,Mitte,Hansaviertel,,nan,dispensing_yes,mo-fr 09:00-18:30; sa 09:00-13:00,yes,52.5187747,13.3429225,POINT(13.3429225 52.5187747)
833390882,11006006,easyapotheke,schloßstraße,1,12163,Steglitz-Zehlendorf,Steglitz,+493079016052,https://forum-steglitz.easyapotheken.de/,dispensing_yes,mo-fr 09:00-20:00; sa 10:00-20:00,yes,52.4646654,13.3261851,POINT(13.3261851 52.4646654)
848509143,11002002,apotheke berg,skalitzer straße,133,10999,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,"mo,tu,th 08:30-19:00; we,fr 08:30-19:00; sa 10:00-18:00",yes,52.4992782,13.4196742,POINT(13.4196742 52.4992782)
849520185,11009009,wilhelm-voigt-apotheke,pablo-neruda-straße,2-4,12559,Treptow-Köpenick,Köpenick,+493065499919,https://www.wilhelm-voigt-apotheke.de/,dispensing_yes,"mo-fr 08:00-20:00, sa 08:00-16:00; ph off",yes,52.4414305,13.5873859,POINT(13.5873859 52.4414305)
853806321,11007007,grüne apotheke lichtenrade,lichtenrader damm,24,12305,Tempelhof-Schöneberg,Lichtenrade,+49307428815,https://www.gruene-apotheke-lichtenrade.de/,dispensing_yes,mo-fr 08:30-18:30; sa 09:00-13:00,no,52.4119945,13.4022416,POINT(13.4022416 52.4119945)
854996274,11001001,utrechter apotheke,maxstraße,13,13347,Mitte,Wedding,,nan,dispensing_yes,mo-fr 09:00-18:00; sa 09:00-13:00,no,52.5506076,13.3630015,POINT(13.3630015 52.5506076)
858380325,11004004,apotheke charlottenburg-nord,nan,nan,nan,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,yes,52.5353861,13.2863661,POINT(13.2863661 52.5353861)
858382391,11010010,sanimedius-apotheke im plaza marzahn,mehrower allee,20,12687,Marzahn-Hellersdorf,Marzahn,+493093798493,https://www.klee-apotheke.de/,dispensing_yes,mo-fr 08:00-18:30; sa 09:00-13:00,yes,52.5555383,13.5592685,POINT(13.5592685 52.5555383)
876479038,11002002,grünberger apotheke,grünberger straße,43-45,10245,Friedrichshain-Kreuzberg,Friedrichshain,,nan,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-13:00,yes,52.5121401,13.4551452,POINT(13.4551452 52.5121401)
928338769,11002002,zieten apotheke,großbeerenstraße,11,10963,Friedrichshain-Kreuzberg,Kreuzberg,+49305471690,https://www.zietenapotheke.de,dispensing_yes,mo-fr 08:00-18:30; sa 09:00-14:00,no,52.4981158,13.384792,POINT(13.384792 52.4981158)
931658983,11008008,lucia-apotheke am wildenbruchplatz,nan,nan,nan,Neukölln,Neukölln,,nan,dispensing_yes,mo-fr 09:00-18:30,yes,52.484367,13.4434517,POINT(13.4434517 52.484367)
933513518,11006006,neue apotheke am see,breisgauer straße,1A,14129,Steglitz-Zehlendorf,Zehlendorf,+4930810542770,nan,dispensing_yes,mo-sa 08:00-20:00,yes,52.4390902,13.2153435,POINT(13.2153435 52.4390902)
956306643,11001001,apotheke q205,friedrichstraße,68,10117,Mitte,Mitte,,nan,dispensing_yes,"mo-fr 08:00-20:00, sa 09:00-19:00",yes,52.5122639,13.3903812,POINT(13.3903812 52.5122639)
977657079,11003003,achilles apotheke,achillesstraße,69,13125,Pankow,Karow,+493094380797,https://www.achillesapotheke.de/,dispensing_yes,nan,limited,52.6171891,13.4903858,POINT(13.4903858 52.6171891)
983454566,11002002,friedrich-apotheke,frankfurter allee,100,10247,Friedrichshain-Kreuzberg,Friedrichshain,,nan,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-14:00; ph off,no,52.5136594,13.4731765,POINT(13.4731765 52.5136594)
992805862,11006006,flora-apotheke,leonorenstraße,91,12247,Steglitz-Zehlendorf,Lankwitz,,nan,dispensing_yes,"mo,tu,th 08:30-18:30; we,fr 08:30-18:00; sa 08:30-13:00",no,52.4372593,13.3451962,POINT(13.3451962 52.4372593)
998713196,11006006,wannsee apotheke,königstraße,18,14109,Steglitz-Zehlendorf,Wannsee,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:00,,52.4196142,13.1575816,POINT(13.1575816 52.4196142)
1008402120,11008008,punkt apotheke,nan,nan,nan,Neukölln,Buckow,,https://www.apotheken.de/club/12349/punkt-apotheke/,dispensing_yes,mo-fr 08:30-18:00; sa 08:30-13:00,yes,52.4180116,13.436734,POINT(13.436734 52.4180116)
1018833559,11002002,mozart apotheke,wiener straße,18,10999,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,mo-fr 09:00-19:00; sa 09:00-14:00,no,52.4976442,13.4306508,POINT(13.4306508 52.4976442)
1020532583,11004004,schmargendorfer apotheke,breite straße,13,14199,Charlottenburg-Wilmersdorf,Schmargendorf,+49308237784,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:30,no,52.4743541,13.2944008,POINT(13.2944008 52.4743541)
1032978552,11011011,stern-apotheke,landsberger allee,277,13055,Lichtenberg,Alt-Hohenschönhausen,,nan,dispensing_yes,mo-sa 08:30-19:00,yes,52.535795,13.4961485,POINT(13.4961485 52.535795)
1037241970,11005005,damian apotheke,falkenseer chaussee,196,13589,Spandau,Falkenhagener Feld,+49303735792,nan,dispensing_yes,nan,yes,52.5511687,13.163271,POINT(13.163271 52.5511687)
1038217551,11005005,falken-apotheke,siegener straße,59,13583,Spandau,Falkenhagener Feld,,nan,dispensing_yes,"mo,tu,th 08:00-19:00; we,fr 08:00-18:30; sa 08:00-14:00",yes,52.5475503,13.1771981,POINT(13.1771981 52.5475503)
1042258380,11006006,berolina apotheke,clayallee,345,14169,Steglitz-Zehlendorf,Zehlendorf,+49308099600,https://www.berolina-apotheke.de/,dispensing_yes,mo-fr 08:30-19:00; sa 09:00-14:00,yes,52.4363152,13.2608479,POINT(13.2608479 52.4363152)
1051174903,11006006,süd-apotheke,ladiusstraße,31,14165,Steglitz-Zehlendorf,Zehlendorf,+49308153248,nan,dispensing_yes,mo-fr 08:30-18:30; sa 09:00-13:00,yes,52.4107881,13.2617669,POINT(13.2617669 52.4107881)
1075295993,11006006,stadt apotheke,teltower damm,5,14169,Steglitz-Zehlendorf,Zehlendorf,,nan,dispensing_yes,"mo-fr 09:00-19:00; sa 09:00-16:00; su,ph off",yes,52.4344191,13.2604293,POINT(13.2604293 52.4344191)
1082750111,11006006,staufen-apotheke,clayallee,331,14169,Steglitz-Zehlendorf,Zehlendorf,+49308015044,https://www.staufenapotheke-berlin.de/,dispensing_yes,mo-fr 09:00-18:00; sa 09:00-13:00,no,52.4375339,13.2615692,POINT(13.2615692 52.4375339)
1083676123,11002002,prinzen apotheke,prinzenstraße,96,10969,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,"mo,we,fr 08:30-18:30; tu,th 08:30-19:00; sa 09:00-14:00",yes,52.5010849,13.4083406,POINT(13.4083406 52.5010849)
1094105653,11010010,baba jaga,nan,nan,nan,Marzahn-Hellersdorf,Marzahn,,https://www.babajaga-apotheke-berlin.de,,mo-fr 08:30-19:00; sa 08:30-14:00,yes,52.5277137,13.5386173,POINT(13.5386173 52.5277137)
1110626664,11008008,apotheke zum goldenen anker,nan,nan,nan,Neukölln,Neukölln,,nan,dispensing_yes,mo-fr 09:00-18:30; sa 09:00-14:00,limited,52.4903456,13.4277648,POINT(13.4277648 52.4903456)
1124601226,11012012,park-apotheke,zeltinger platz,7,13465,Reinickendorf,Frohnau,,nan,dispensing_yes,mo-fr 08:30-18:00; sa 08:30-14:00,no,52.6339256,13.2896726,POINT(13.2896726 52.6339256)
1124612201,11012012,ludolfinger-apotheke,nan,nan,nan,Reinickendorf,Frohnau,+49304011033,https://www.ludolfinger-apotheke.de,dispensing_yes,mo-fr 08:30-19:00; sa 08:30-14:00,yes,52.6325774,13.2869838,POINT(13.2869838 52.6325774)
1143798306,11003003,pro-samed apotheke,greifswalder straße,155,10409,Pankow,Prenzlauer Berg,,https://www.pro-samed-apotheke.de/,dispensing_yes,mo-fr 08:00-19:00; su off; sa 09:00-13:00,yes,52.5440277,13.4416805,POINT(13.4416805 52.5440277)
1145597661,11012012,apotheke am tegeler see,namslaustraße,83,13507,Reinickendorf,Tegel,+49304327788,nan,dispensing_yes,"mo-fr 08:30-18:00, sa 08:30-13:00",,52.5774369,13.2791669,POINT(13.2791669 52.5774369)
1163265616,11004004,borussia-apotheke,knobelsdorffstraße,4,14059,Charlottenburg-Wilmersdorf,Charlottenburg,,nan,dispensing_yes,mo-fr 09:00-18:00,limited,52.5136253,13.2956492,POINT(13.2956492 52.5136253)
1169920988,11007007,easyapotheke,großbeerenstraße,2,12107,Tempelhof-Schöneberg,Mariendorf,+493076106690,https://www.easyapotheken.de/mariendorf/,dispensing_yes,nan,yes,52.4388221,13.380108,POINT(13.380108 52.4388221)
1200964445,11004004,witzlebenapotheke24,kaiserdamm,24,14057,Charlottenburg-Wilmersdorf,Westend,+493093952030,https://witzleben-apotheke.de,dispensing_yes,"mo,tu,th 08:00-19:00; we,fr 08:00-18:30",yes,52.5103117,13.2827609,POINT(13.2827609 52.5103117)
1200964491,11004004,witzlebenapotheke26,kaiserdamm,26,14057,Charlottenburg-Wilmersdorf,Westend,+493093952000,https://witzleben-apotheke.de/,dispensing_yes,mo-fr 08:00-19:00; sa 09:00-14:00,yes,52.5102306,13.2814283,POINT(13.2814283 52.5102306)
1212618057,11011011,sonnenschein-apotheke,nan,nan,nan,Lichtenberg,Karlshorst,+493050378600,https://www.sonnenschein-apotheke-app.de/,,mo-fr 08:00-18:30; sa 09:00-13:00,yes,52.4787595,13.5243036,POINT(13.5243036 52.4787595)
1234501223,11001001,paul gerhardt apotheke,nan,nan,nan,Mitte,Wedding,+493045798050,https://www.paul-gerhardt-apotheke.de/,dispensing_yes,mo-fr 08:30-19:30; sa 09:00-14:00,limited,52.5543245,13.3456342,POINT(13.3456342 52.5543245)
1235266856,11010010,sonnen-apotheke,hultschiner damm,nan,12623,Marzahn-Hellersdorf,Mahlsdorf,+49305654720,https://sonnenapotheke-berlin.de/,dispensing_yes,mo-fr 08:30-18:30; sa 09:00-12:00; ph off,yes,52.4805013,13.6013424,POINT(13.6013424 52.4805013)
1236581643,11001001,doc+ apotheke,müllerstraße,40,13353,Mitte,Wedding,,https://www.docplus-apotheke.de/,dispensing_yes,mo-fr 08:00-20:00; sa 08:00-18:00,yes,52.5501219,13.3530389,POINT(13.3530389 52.5501219)
1246989790,11002002,apotheke zum schwan,oranienstraße,64,10969,Friedrichshain-Kreuzberg,Kreuzberg,,nan,dispensing_yes,mo-fr 08:30-18:30; sa 08:30-13:30,limited,52.5043488,13.4092742,POINT(13.4092742 52.5043488)
1252777062,11012012,schloss-apotheke tegel,berliner straße,6,13507,Reinickendorf,Tegel,+49304338777,https://www.schlossapotheketegel.de/,dispensing_yes,mo-fr 08:00-20:00; sa 08:00-16:00,yes,52.5885653,13.2843949,POINT(13.2843949 52.5885653)
1252944782,11012012,alte spree apotheke,nan,nan,nan,Reinickendorf,Tegel,+49304339785,https://www.alte-spree-apotheke.de/,dispensing_yes,mo-fr 08:00-19:30; sa 09:00-17:00,yes,52.5895474,13.2826806,POINT(13.2826806 52.5895474)
1257075697,11002002,apotheke am friedrichshain,nan,nan,nan,Friedrichshain-Kreuzberg,Friedrichshain,,nan,dispensing_yes,sa 08:30-12:30; mo-fr 08:00-18:30,yes,52.5237553,13.4398917,POINT(13.4398917 52.5237553)
