original_id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at
1,Bunte Klänge Kindergarten,"Graf-Haeseler-Straße 23, 13403 Berlin",13403.0,Reinickendorf,52.5699596,13.3138632,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
2,Nestwärme Kita,Unknown,Unknown,Nan,52.5015358,13.4333992,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
3,Kita Fehlerstraße 2,"Fehlerstraße 2, 12161 Berlin",12161.0,Friedenau,52.4767411,13.3258251,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
4,Ganztagsbetreuung der Fläming-Grundschule,"Rheinstraße 54, 12161 Berlin",12161.0,Friedenau,52.4685223,13.3325044,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
5,kidsweb.de Kindertagesbetreuung,Unknown,Unknown,Nan,52.5398837,13.3496243,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
6,EKG - An der Apostelkirche 1,"Kurfürstenstraße 139, 10785 Berlin",10785.0,Schöneberg,52.5006833,13.3587022,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
7,EKG - Alt-Wittenau 64,"Alt-Wittenau 64, 13437 Berlin",13437.0,Wittenau,52.5916324,13.3258382,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
8,EKG - An der Mäckeritzbrücke 4,Unknown,Unknown,Nan,52.5504682,13.2698094,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
9,EKG - Berliner Straße 120,Unknown,Unknown,Nan,52.617587,13.3155199,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
10,EKG - Ellwanger Straße 9-11,Unknown,Unknown,Nan,52.4473892,13.3571434,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
11,EKG - Detmolder Straße 17,Unknown,Unknown,Nan,52.4791322,13.3211029,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
12,EKG - Friedenstraße 20,Unknown,Unknown,Mariendorf,52.4389996,13.3866799,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
13,Ev. Teilzeit-Kita Goltzstraße,"Goltzstraße 33, 12307 Berlin",12307.0,Lichtenrade,52.3853393,13.4057689,Unknown,28.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
14,EKG - Gemeindezentrum Schillerhöhe,Unknown,Unknown,Nan,52.5602005,13.3607718,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
15,Kita der Evangelischen Kirchengemeinde Am Lietzensee,"Herbartstraße 4, 14057 Berlin",14057.0,Nan,52.504493,13.2870406,Unknown,50.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
16,Lemmis Kreativ-Kita,"Gravelottestraße 10, 12167 Berlin",12167.0,Steglitz,52.447636,13.3274376,Kreativ-Kitas Berlin Süd gUG,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
17,EKG - Kaiserin-Augusta-Straße 23,"Kaiserin-Augusta-Straße 23, 12103 Berlin",12103.0,Tempelhof,52.4600379,13.3784317,Evangelische Kirchengemeinde Alt-Tempelhof,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
18,Miniclub,"Kladower Damm 369, 14089 Berlin",14089.0,Kladow,52.453963,13.144791,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
19,Eltern-Kind-Gruppe,"Jaczostraße 54, 13595 Berlin",13595.0,Wilhelmstadt,52.5118671,13.1858413,Evangelische Weinbergkirchengemeinde,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
20,EKG - Martin-Luther-King-Weg 6,Unknown,Unknown,Nan,52.4226447,13.4505383,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
21,Kindergarten Trinitatis,"Leibnizstraße 79, 10625 Berlin",10625.0,Charlottenburg,52.5082915,13.3139551,Ev. Trinitatis-Kirchengemeinde Berlin-Charlottenburg,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
22,Teilzeit-KiTa Martin-Niemöller-Haus,"Pacelliallee 61, 14195 Berlin",14195.0,Dahlem,52.4594287,13.286726,Evangelische Kirchengemeinde Dahlem,18.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
23,EKG - Matterhornstraße 37,Unknown,Unknown,Nan,52.4376136,13.2192643,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
24,EKG - Nassauische Straße 66,Unknown,Unknown,Nan,52.4939543,13.3268807,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
25,EKG - Schwanter Weg 3,Unknown,Unknown,Nan,52.55894,13.1822088,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
26,EKG - Schuckertdamm 336-338,Unknown,Unknown,Nan,52.5414858,13.267403,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
27,Eltern-Kind-Gruppe Matthäus,"Schloßstraße 44C, 12165 Berlin",12165.0,Steglitz,52.4561079,13.3186112,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
28,EKG - Rackebüller Weg 64,"Rackebüller Weg 64, Berlin",Unknown,Nan,52.4053643,13.4022689,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
29,Kita der Evangelischen Kirchengemeinde Am Groß-Glienicker See,"Waldallee 3, 14089 Berlin",14089.0,Kladow,52.4653362,13.1275935,Evangelische Kirchengemeinde Am Groß-Glienicker See,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
30,EKT - Abrakadabra e.V.,"Motzstraße 63, 10777 Berlin",10777.0,Schöneberg,52.4947329,13.3392604,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
31,Kinderladen Ali Baba,"Waldstraße 15, 10551 Berlin",10551.0,Moabit,52.5299838,13.3315829,Kinderladen Ali Baba e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
32,"Ali Baba und seine Räuber ""Löwenzahn""","Kranoldstraße 1, 12051 Berlin",12051.0,Neukölln,52.4663348,13.4363771,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
33,EKT - Ahörnchen e.V.,Unknown,Unknown,Nan,52.4603819,13.3204746,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
34,Kinderladen Affentheater,"Merseburger Straße 5, 10823 Berlin",10823.0,Schöneberg,52.4878741,13.3526806,Affentheater e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
35,Arche Moabit,"Huttenstraße 31, 10553 Berlin",10553.0,Moabit,52.529794,13.3156844,Arche Moabit e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
36,Kinderladen Atze + Co.,"Wilhelmshöher Straße 9, 12161 Berlin",12161.0,Friedenau,52.4726664,13.3246757,Atze + Co. e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
37,Altenbraker Kinderladen,Unknown,Unknown,Nan,52.4713145,13.4318601,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
38,Feldmäuse an der Hasenheide,"Lichtenrader Straße 11, 12049 Berlin",12049.0,Neukölln,52.4770404,13.419956,Kinderladen an der Hasenheide e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
39,Kinderladen Blumenladen,"Moltkestraße 47, 12203 Berlin",12203.0,Lichterfelde,52.4459867,13.3079431,EKT-Blumenladen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
40,Kita Bollerwagen,"Sophie-Charlotten-Straße 83b, 14059 Berlin",14059.0,Charlottenburg,52.5141335,13.2895477,Kita Bollerwagen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
41,EKT - Brausepulver e.V.,"Urbanstraße 6, 10961 Berlin",10961.0,Kreuzberg,52.4939862,13.4015118,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
42,EKT - Bunte Mischung e.V.,"Böckhstraße 47-48, 10967 Berlin",10967.0,Kreuzberg,52.4942784,13.4172573,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
43,"Kinderladen ""Lieblingsmenschen""","Nogatstraße 24, 12051 Berlin",12051.0,Neukölln,52.4693894,13.4316805,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
44,Kinderladen Berliner Malbüro,"Mainauer Straße 6, 12161 Berlin",12161.0,Friedenau,52.4758505,13.3258095,EKT Berliner Malbüro e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
45,Kita Billabong,"Greifenhagener Straße 14, 10437 Berlin",10437.0,Prenzlauer Berg,52.5466679,13.4152842,Billabong 02 e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
46,EKT - Das EI,Unknown,Unknown,Nan,52.575228,13.3545645,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
47,EKT - Combo e.V.,10965 Berlin,10965.0,Nan,52.4874788,13.3936034,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
48,EKT - Der kleine Horrorladen e.V.,Unknown,Unknown,Nan,52.4941875,13.4189042,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
49,EKT - Das tapfere Schneiderlein,Unknown,Unknown,Nan,52.4883261,13.5243187,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
50,Cocorico et Co,"Kluckstraße 29, 10785 Berlin",10785.0,Tiergarten,52.5027488,13.3614793,Cocorico et Co e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
51,CIP Kita Theo Tintenklecks,"Mierendorffstraße 21, 10589 Berlin",10589.0,Charlottenburg,52.5238536,13.302174,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
52,Sonnenblume,"Christstraße 42, 14059 Berlin",14059.0,Charlottenburg,52.5167272,13.2932159,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
53,EKT - Die Knöpfe,Unknown,Unknown,Nan,52.5557638,13.204318,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
54,Die Kinkies,"Weisestraße 4, 12049 Berlin",12049.0,Neukölln,52.4796947,13.4230255,EKT Die Kinkies e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
55,Kinderladen Monumentenbande,"Monumentenstraße 16, 10965 Berlin",10965.0,Kreuzberg,52.4876781,13.3742344,Kinderladen Monumentenbande e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
56,EKT - Die Maulwürfe,Unknown,Unknown,Nan,52.4173,13.3225,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
57,Kita Tulpen,Unknown,Unknown,Nan,52.4856076,13.3636921,Selbsthilfeprojekt für Frauen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
58,Kinderladen Die Lauser,"Koblenzer Straße 7, 10715 Berlin",10715.0,Wilmersdorf,52.4801079,13.3214015,Kinderladen Die Lauser e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
59,Kita SilberStern,"Stettiner Straße 56, 13357 Berlin",13357.0,Gesundbrunnen,52.5527052,13.3846057,SEHstern e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
60,Die Igelkinder,"Am Bärensprung 36, 13503 Berlin",13503.0,Heiligensee,52.6106394,13.2474774,EKT Die Igelkinder e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
61,Kinderladen Igelkinder,"Sandsteinweg 25A, 12349 Berlin",12349.0,Buckow,52.4172709,13.4016881,TÄKS e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
62,EKT - Die Grünspechte e.V.,Unknown,Unknown,Nan,52.4624775,13.5884247,Unknown,15.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
63,Domino,"Lychener Straße 21, 10437 Berlin",10437.0,Prenzlauer Berg,52.5423844,13.4158361,Deutsch-Französiche Kita Domino e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
64,Kita 'Wilde 13',"Fritz-Reuter-Straße 8, 10827 Berlin",10827.0,Schöneberg,52.4803423,13.348152,TÄKS e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
65,EKT - Die Seeburg e.V.,Unknown,Unknown,Nan,52.5261266,13.1805079,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
66,Schülerladen Minipfiff,Unknown,Unknown,Nan,52.4902508,13.3517878,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
67,Kita Rosen,"Albertstraße 14-18, 10827 Berlin",10827.0,Schöneberg,52.4839742,13.3537357,SHP e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
68,EKT - Die Ministerne e.V.,"Sternstraße 9, 13359 Berlin",13359.0,Gesundbrunnen,52.5650507,13.3898943,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
69,Pankis,"Heinrich-Böll-Straße 1, 13156 Berlin",13156.0,Niederschönhausen,52.5876141,13.4027318,Die Pankis gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
70,EKT - Erdnuckel e.V.,"Choriner Straße 30, 10435 Berlin",10435.0,Prenzlauer Berg,52.5357939,13.4099167,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
71,EKT Eisbär,"Sparrstraße 20, 13353 Berlin",13353.0,Wedding,52.5422522,13.3594564,Verein zur Förderung integrativer Erziehung e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
72,Elfenland,"Pasteurstraße 15, 10407 Berlin",10407.0,Prenzlauer Berg,52.5336213,13.433538,Elfenland e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
73,Deutsch-Türkischer Kinderklub,"Nostitzstraße 6, 10961 Berlin",10961.0,Kreuzberg,52.4933173,13.3908463,EKT - Elterninitiative Deutsch-Türkischer Kinderklub e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
74,Kita „Sonnenhof“,"Archenholdstraße 72, 10315 Berlin",10315.0,Rummelsburg,52.5037708,13.5007695,Kindervereinigung Berlin,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
75,Kita „Erlenhof“,"Kraetkestraße 18, 10315 Berlin",10315.0,Friedrichsfelde,52.5045355,13.5076773,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
76,Kinderladen Eichhörnchen,"Harbigstraße 14, 14055 Berlin",14055.0,Westend,52.5032947,13.2637921,Eikita Eichhörnchen e.V.,18.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
77,Kinderladen Eichkatzweg,"Eichkatzweg 11, 14055 Berlin",14055.0,Westend,52.4957971,13.2661489,EKT Eichkatzweg 11 e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
78,EKT - Dreiecke und Kreise e.V.,Unknown,Unknown,Nan,52.5477809,13.208227,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
79,EKT - Droysen-Mäuse e.V.,Unknown,Unknown,Nan,52.5010503,13.3022633,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
80,Integrationskinderladen Drunter & Drüber,"Stromstraße 58, 10551 Berlin",10551.0,Moabit,52.5275438,13.3429994,EKT - Heilpädagogischer Integrationskinderladen Drunter & Drüber e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
81,Drunter und Drüber,"Neufertstraße 12, 14059 Berlin",14059.0,Charlottenburg,52.5176797,13.2942317,Drunter und Drüber e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
82,Kila Frecher Spatz,"Elberfelder Straße 18, 10555 Berlin",10555.0,Moabit,52.5216126,13.3356677,Frecher Spatz e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
83,EKT - Förderverein christlicher Kindererziehung e.V.,Unknown,Unknown,Nan,52.5164659,13.1952586,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
84,Kinderladen Flitzpiepen,"Holtzendorffstraße 14, 14057 Berlin",14057.0,Charlottenburg,52.5049186,13.2948594,Kinderladen Flitzpiepen e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
85,Katz&Kedi Kinderladen,"Jagowstraße 28, 10555 Berlin",10555.0,Moabit,52.5234054,13.3338166,Verein Frecher Spatz e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
86,EKT - Firlefanz e.V.,Unknown,Unknown,Nan,52.505181,13.2993874,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
87,Kindertagesstätte Fidibus,Unknown,Unknown,Nan,52.4929437,13.3518427,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
88,EKT - Georg-Wilhelm-Kindergruppe e.V.,"Joachim-Friedrich-Straße 48, 10711 Berlin",10711.0,Halensee,52.496684,13.2957982,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
89,Kinderladen Garuda,"Kreuzstraße 5, 13187 Berlin",13187.0,Pankow,52.5687747,13.3978691,Garuda e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
90,Kinderladen Charlottenburg,"Galvanistraße 14, 10587 Berlin",10587.0,Charlottenburg,52.5190368,13.3158255,EKT Galvanistaße 14 e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
91,Der Friedrichshagener Kinderladen,"Drachholzstraße 2, 12587 Berlin",12587.0,Friedrichshagen,52.4527716,13.6266929,Der Friedrichshagener Kinderladen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
92,EKT - Hasenreiter e.V.,"Herrfurthplatz 4, 12049 Berlin",12049.0,Neukölln,52.4775212,13.4215214,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
93,Kita Canicas,"Friedbergstraße 41, 14057 Berlin",14057.0,Charlottenburg,52.5036346,13.2922663,canicas e. V,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
94,EKT Herzlichtgarten e.V.,"Hasenheide 51, 10967 Berlin",10967.0,Kreuzberg,52.489024,13.4105247,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
95,Schubarts Lieblingskinder,"Schubartstraße 44, 13509 Berlin",13509.0,Nan,52.5838052,13.3035453,Lieblingskinder gemeinnützige UG,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
96,EKT - Hort der Rudolf-Steiner-Schule e.V.,Unknown,Unknown,Nan,52.4560187,13.2746532,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
97,EKT - Hoppel-Poppel,"Galvanistraße 15, 10587 Berlin",10587.0,Charlottenburg,52.5187405,13.315822,EKT - Hoppel-Poppel e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
98,EKT - Hollerbusch e.V.,"Reichenberger Straße 99, 10999 Berlin",10999.0,Kreuzberg,52.4932341,13.4389039,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
99,EKT - Hokus Pokus e.V.,Unknown,Unknown,Nan,52.5860307,13.2803308,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
100,EKT - Grashüpfer e.V.,Unknown,Unknown,Nan,52.5462692,13.4103826,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
101,Kinderladen Großstadtpflänzchen,"Cranachstraße 39/40, 12157 Berlin",12157.0,Schöneberg,52.4643766,13.34284,EKT Großstadtpflänzchen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
102,Kinderladen Guten Tag Kinder,"Fürbringerstraße 27, 10961 Berlin",10961.0,Kreuzberg,52.493261,13.3958986,Guten Tag Kinder e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
103,Kindergarten Happy Kids,"Gritznerstraße 33, 12163 Berlin",12163.0,Steglitz,52.4633618,13.3158886,Happy Kids gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
104,EKT - Grünes Nashorn e.V.,Unknown,Unknown,Nan,52.5134717,13.2803332,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
105,EKT - Känguruh e.V.,"Urbanstraße 6, 10961 Berlin",10961.0,Kreuzberg,52.4939637,13.4016768,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
106,Kinderladen Kalle Kirschkern,"Fidicinstraße 32, 10965 Berlin",10965.0,Kreuzberg,52.4869227,13.3914611,Kirschkern e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
107,EKT - Kantis Kinder-Klub e.V.,Unknown,Unknown,Nan,52.4703256,13.2926302,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
108,Kita Karamell,"Gierkezeile 42, 10585 Berlin",10585.0,Charlottenburg,52.5177009,13.3025462,EKT - Karamell e.V.,23.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
109,EKT - Kartoffelladen e.V.,Unknown,Unknown,Charlottenburg,52.5134536,13.2929372,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
110,Katzbachpiraten,"Katzbachstraße 19, 10965 Berlin",10965.0,Kreuzberg,52.4870863,13.3760192,Katzbachpiraten e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
111,EKT - Hort im Märkischen Viertel e.V.,Unknown,Unknown,Nan,52.6001576,13.3649076,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
112,EKT - Jo Jo e.V.,"Schwedenstraße 3a, 13357 Berlin",13357.0,Gesundbrunnen,52.5550696,13.37608,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
113,Kita Cheburashka,"Mindener Straße 11, 10589 Berlin",10589.0,Charlottenburg,52.5253589,13.2988279,Cheburashka gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
114,Kita Ebersstraße,"Ebersstraße 68, 10827 Berlin",10827.0,Schöneberg,52.4792962,13.3502442,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
115,Kita Lauterstraße 30,"Lauterstraße 30, 12159 Berlin",12159.0,Friedenau,52.4744996,13.3355502,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
116,Kinderladen Kasymir,"Menckenstraße 1, 12169 Berlin",12169.0,Steglitz,52.4583781,13.3315085,Kasymir e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
117,EKT - Kinderhaus Schönow e.V.,Unknown,Unknown,Nan,52.413267,13.2609157,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
118,EKT - Kinderhaus Gruberzeile e.V.,Unknown,Unknown,Nan,52.5476783,13.2049266,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
119,Kita Kindersorpresa,"Schwedter Straße 29, 10435 Berlin",10435.0,Prenzlauer Berg,52.536391,13.406703,Kita Kindersorpresa e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
120,KiBest Die Kita,"Nehringstraße 16A, 14059 Berlin",14059.0,Charlottenburg,52.5138401,13.2945968,Kinderbegegnungsstätte e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
121,Kinder aus Kreuzberg,Unknown,Unknown,Kreuzberg,52.5004737,13.4294707,EKT Kinder aus Kreuzberg e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
122,EKT - Kinderladen Purzelbaum e.V.,Unknown,Unknown,Nan,52.510792,13.3136549,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
123,Kindergruppe Hasensprung,"Koenigsallee 35, 14193 Berlin",14193.0,Grunewald,52.4872433,13.2710587,Kindergruppe Hasensprung e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
124,Kinderladen Mainzelmännchen,"Mainzer Straße 25, 10715 Berlin",10715.0,Wilmersdorf,52.4800607,13.3228931,Kinderladen Mainzelmännchen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
125,EKT - Kindergarten am Schloß Charlottenburg,"Eosanderstraße 13, 10587 Berlin",10587.0,Charlottenburg,52.5204769,13.3018566,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
126,Kinderladen Kinderbüro,"Scharnweberstraße 33, 10247 Berlin",10247.0,Nan,52.5129861,13.4624114,Kinderbüro e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
127,Kinderland,"Wilhelmsaue 18, 10715 Berlin",10715.0,Wilmersdorf,52.485661,13.3242685,EKT - Kinderland e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
128,Kinderspielkreis Alboinplatz,"Alboinstraße 113, 12105 Berlin",12105.0,Tempelhof,52.4581963,13.3698397,Kinderspielkreis Alboinplatz e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
129,"Kinderladen ""Villa Kunterbunt""","Kurfürstenstraße 114, 12105 Berlin",12105.0,Mariendorf,52.4458057,13.3680752,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
130,Kinderladen Zweitausendfüssler,"Thorwaldsenstraße 29, 12157 Berlin",12157.0,Steglitz,52.4615738,13.3443659,Kinderladen Zweitausendfüssler e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
131,EKT - Kinderwelt e.V.,Unknown,Unknown,Nan,52.4081911,13.3555633,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
132,Kinderladen Badehaus,"Wilsnacker Straße 62, 10559 Berlin",10559.0,Moabit,52.527324,13.3513713,Kinderladen Badehaus e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
