id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at
275,EKT - Stadtkinder e.V.,Unknown,Unknown,Nan,52.5522378,13.3871336,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
276,Wilde Hilde,"Hildegardstraße 13, 10715 Berlin",10715,Wilmersdorf,52.4819669,13.3241107,Wilde Hilde e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
277,Wild Poppies,"Fidicinstraße 23, 10965 Berlin",10965,Kreuzberg,52.4864882,13.393706,"Integrations-Kinderladen ""Wildblume"" e.V.",Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
278,Wildblume I,"Heimstraße 16, 10965 Berlin",10965,Kreuzberg,52.4873181,13.3970648,Integrations-Kinderladen 'Wildblume' e.V,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
279,EKT - Wielandstraße 13 e.V.,"Wielandstraße , 10629 Berlin",10629,Charlottenburg,52.5038047,13.3152735,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
280,EKT Whistcastle of Eternia,Unknown,Unknown,Nan,52.4954374,13.4444225,EKT – Whistcastle of Eternia e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
281,Waldorfkindergarten Lindenbaum,Unknown,Unknown,Nan,52.4695262,13.4327669,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
282,Kinderladen Zappzarapp,"Ebersstraße 12, 10827 Berlin",10827,Schöneberg,52.4830846,13.3558198,Eikita Zappzarapp e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
283,Kita Die Schlümpfe,"Nogatstraße 40, 12051 Berlin",12051,Neukölln,52.4695044,13.4343566,LebensWelt-Kindertagesstätten Yuvam,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
284,Kinderladen Wolkenhopper,"Schützenstraße 14, 12105 Berlin",12105,Nan,52.4472255,13.3744168,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
285,Kita Wohnhof,"Markgrafenstraße 8, 10969 Berlin",10969,Kreuzberg,52.5044627,13.3954053,Wohnhof e.V.,14.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
286,Wir um vier,"Ringbahnstraße 13, 10711 Berlin",10711,Halensee,52.4980486,13.2888939,Wir um vier e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
287,Wilde Hummeln,"Mehlitzstraße 8, 10715 Berlin",10715,Wilmersdorf,52.4860252,13.3263414,"EKT ""Wilde Hummeln"" e.V.",Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
288,Kinder einer Erde,"Lübbener Straße 26, 10997 Berlin",10997,Kreuzberg,52.4987298,13.4365057,Kinder einer Erde e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
289,Kita Arielle,"Emser Straße 20, 12051 Berlin",12051,Neukölln,52.4692555,13.4360542,Verein zur Förderung multikultureller Generationen e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
290,EKT Pustebär,"Sparrstraße 19, 13353 Berlin",13353,Nan,52.5424189,13.3592994,Verein zur Förderung integrativer Erziehung e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
291,Friedenauer Kinder,"Hertelstraße 1, 12161 Berlin",12161,Friedenau,52.468925,13.3235549,Friedenauer Kinder e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
292,Kita Bruja,"Dorotheenstraße 3, 14109 Berlin",14109,Wannsee,52.3979214,13.1456997,Eika Bruja e. V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
293,Kinderladen Maikäfer,"Brandenburgische Straße 75, 10713 Berlin",10713,Wilmersdorf,52.4878332,13.3173146,Kinderladen Maikäfer e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
294,EKT Kinderladen Spatzenkinder,"Bastianstraße 18, 13357 Berlin",13357,Nan,52.5504466,13.3807666,Unsere Zukunft e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
295,Veda Lila Kindergarten e.V.,"Arndtstraße 42, 10965 Berlin",10965,Kreuzberg,52.4880442,13.396037,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
296,Kinderladen Tüte Mücken,"Togostraße 78, 13351 Berlin",13351,Wedding,52.5492705,13.3471038,Tüte Mücken e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
297,Waldorfkindergarten Wedding,"Swinemünder Straße 65, 13355 Berlin",13355,Gesundbrunnen,52.5476735,13.3937293,Waldorfkindergarten Wedding e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
298,Kita Gulliver,"Friedrich-Wilhelm-Straße 21, 12103 Berlin",12103,Tempelhof,52.4585831,13.3819893,Kita Gulliver e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
299,Kindergarten am Haselstrauch,Unknown,Unknown,Nan,52.4866374,13.3625416,Verein zur Förderung vorschulischer Erziehung e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
300,Villa Kunterbunt,"Dunckerstraße 21, 10437 Berlin",10437,Prenzlauer Berg,52.5439646,13.4223983,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
301,Umka,"Leipziger Straße 47, 10117 Berlin",10117,Mitte,52.5101285,13.3977595,MITRA bilinguale Kindergärten gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
302,Pustekuchen,"Sonnenburger Straße 57, 10437 Berlin",10437,Prenzlauer Berg,52.5466252,13.4070836,Integrationskita Pustekuchen e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
303,Kita Beerenkinder,"Johann-Georg-Straße 26, 10709 Berlin",10709,Halensee,52.4957073,13.2988172,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
304,Sport-Club Charlottenburg Hort Halemweg,"Halemweg 34, 13627 Berlin",13627,Charlottenburg-Nord,52.5393057,13.2872104,Sport-Club Charlottenburg e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
305,Kinder- und Schülerladen Halensee e.V.,"Rönnestraße 5, 14057 Berlin",14057,Charlottenburg,52.504091,13.2975945,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
306,Kath.Kita bei St.Clemens/Kita d.Kath.Kirchengem.St.Bonifatius,Unknown,Unknown,Nan,52.5032456,13.3853385,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
307,Hort der Freien Waldorfschule Kreuzberg e.V.,"Ritterstraße 78, 10969 Berlin",10969,Kreuzberg,52.5004345,13.4139054,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
308,Hort der Evangelische Schule Berlin-Mitte,Unknown,Unknown,Nan,52.5228886,13.4062279,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
309,Kita Rominter Allee,"Rominter Allee 2, 14052 Berlin",14052,Westend,52.5175883,13.2488688,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
310,Kinderladen Lach und Krach,Unknown,Unknown,Nan,52.4821774,13.4303005,Lach und Krach e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
311,Kinderladen Stadtmäuse,"Ebersstraße 18, 10827 Berlin",10827,Schöneberg,52.4815643,13.3538066,Integrationskinderladen Stadtmäuse e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
312,Tütata - Kinderladen Prenzlauer Berg e.V.,Unknown,Unknown,Nan,52.5403477,13.4062473,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
313,Kinder- und Schülerladen Olle Burg,"Waldstraße 42, 10551 Berlin",10551,Moabit,52.5305594,13.3310802,Olle Burg e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
314,Kita Volltreffer,"Fregestraße 13-14, 12159 Berlin",12159,Friedenau,52.4698408,13.3369397,Die Heilsarmee in Deutschland,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
315,EKT Zwölf Knirpse,"Lissabonallee 6, 14129 Berlin",14129,Nan,52.4282606,13.2240205,Zwölf Knirpse e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
316,Kinderladen Zwergstatt,"Gritznerstraße 67, 12163 Berlin",12163,Steglitz,52.4610583,13.3138415,Zwergstatt e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
317,EKT - Die Kappe,"Müritzstraße 20, 10318 Berlin",10318,Nan,52.4829171,13.5149,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
318,Kleine Fische Kinderladen,"Schöneweider Straße 20, 12055 Berlin",12055,Neukölln,52.4719031,13.4441474,Kleinkindpädagogik e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
319,EKT - Zinnober e.V.,"Hagelberger Straße 52, 10965 Berlin",10965,Nan,52.4912569,13.3851365,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
320,EKT - Zehnfach und Simpel e.V.,Unknown,Unknown,Nan,52.492355,13.4148301,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
321,EKT - Zottelbär e.V.,Unknown,Unknown,Nan,52.4856392,13.4331938,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
322,EKT - Zippel und Zappel e.V.,"Heimstraße 15, 10965 Berlin",10965,Kreuzberg,52.4871497,13.3969007,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
323,Zwergenland e.V.,"Viktoriastraße 1, 12105 Berlin",12105,Nan,52.4547959,13.3835388,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
324,Zwergenland,"Werderstraße 17, 12105 Berlin",12105,Tempelhof,52.4553307,13.3811134,Zwergenland e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
325,Traumfänger,"Sponholzstraße 26, 12159 Berlin",12159,Nan,52.4704014,13.3400716,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
326,EKT -Yildiz Kirschkern e.V.,Unknown,Unknown,Nan,52.4891235,13.4093495,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
327,Waldorfkindergarten Friedenau,"Sieglindestraße 1, 12159 Berlin",12159,Friedenau,52.4770016,13.3298436,Elterninitiative für Waldorfpädagogik in Schöneberg e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
328,Waldorfkindergarten Elfenreigen,"Lauterstraße 26, 12159 Berlin",12159,Friedenau,52.4737734,13.335543,Waldorfkindergarten Elfenreigen e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
329,Kita der Ev. Kirchengem. Bartholomäus,Unknown,Unknown,Nan,52.5276101,13.4249849,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
330,Kita der Ev. Kirchengem. Berlin-Mariendorf,"Rathausstraße 28, 12105 Berlin",12105,Mariendorf,52.4445766,13.3793872,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
331,Evangelische Kita Apostel-Paulus,"Klixstraße 2, 10823 Berlin",10823,Schöneberg,52.4892431,13.3509335,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
332,Kita der Ev. Kirchengem. Dahlem,Unknown,Unknown,Nan,52.4579772,13.2863541,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
333,Kita der Ev. Kirchengem. Charlottenburg-Nord,Unknown,Unknown,Nan,52.5396321,13.3000007,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
334,Kita der Ev. Kirchengem. Alt-Pankow,"Breite Straße 38, 13187 Berlin",13187,Pankow,52.5702102,13.4087324,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
335,Evangelische Kita Alt-Schöneberg,"Dominicusstraße 21a, 10823 Berlin",10823,Schöneberg,52.4828001,13.3480297,Evangelische Kirchengemeinde Alt-Schöneberg,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
336,Kita der Ev. Kirchengem. Alt-Wittenau,Unknown,Unknown,Nan,52.5802312,13.3360667,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
337,Kita der Ev. Kirchengem. Alt-Wittenau,Unknown,Unknown,Nan,52.59146,13.325795,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
338,Evangelische Kita Wartenberg,Unknown,Unknown,Nan,52.5827273,13.5288082,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
339,Evangelische Otto-Kita,"Ottostraße 16, 10555 Berlin",10555,Moabit,52.5259841,13.3359898,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
340,Kita der Ev. Felsen-Kirchengem.,"Titiseestraße 7, 13469 Berlin",13469,Waidmannslust,52.6086653,13.3358531,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
341,Dorfkindergarten,"Alt-Heiligensee 47, 13503 Berlin",13503,Heiligensee,52.607725,13.2139684,Evangelische Kirchengemeinde Berlin-Heiligensee,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
342,Kita / St. Josefsstift,Unknown,Unknown,Nan,52.4541866,13.5723295,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
343,Kita Birkelinchen,"Birkenstraße 60, 10559 Berlin",10559,Moabit,52.5308661,13.3460918,Evangelische Kirchengemeinde Heilige-Geist,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
344,Evang. Kindertagesstätte Arche,"Schönhauser Allee 104, 10439 Berlin",10439,Prenzlauer Berg,52.5527462,13.4138512,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
345,Kita Berliner Spatzen,Unknown,Unknown,Nan,52.47,13.428608,Berliner Spatzen gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
346,Asilo Italiano,"Badensche Straße 29, 10715 Berlin",10715,Wilmersdorf,52.4861326,13.3276676,Arbeitskr. Prakt. Pädagogik e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
347,Kita der Paulus-Gemeinde,"Hindenburgdamm 101, 12203 Berlin",12203,Nan,52.4389195,13.3155344,Ev. Paulus-Kirchengemeinde Lichterfelde,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
348,Kita Philippus,"Stierstraße 18, 12159 Berlin",12159,Friedenau,52.474448,13.3366551,Evangelische Philippus-Nathanael-Kirchengemeinde,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
349,Reformations-Kita,"Wiclefstraße 31, 10551 Berlin",10551,Moabit,52.5312608,13.3300667,Reformations-Campus e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
350,Kita der Ev. Kirchengem. Lübars,Unknown,Unknown,Nan,52.6156746,13.3426839,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
351,Luisenkindergarten,"Gierkeplatz 2, 10585 Berlin",10585,Charlottenburg,52.5167157,13.3030578,Kitaverband Mitte-West,60.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
352,Kita der Ev. Kirchengem. Markus,Unknown,Unknown,Nan,52.449074,13.3411421,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
353,Evangelische Kita Melanchthon,"Planufer 84, 10967 Berlin",10967,Nan,52.4947663,13.413643,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
354,Evangelische Kindertagesstätte Nathanael,"Grazer Platz 4, 12157 Berlin",12157,Schöneberg,52.4666472,13.3450557,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
355,Evangelische Halbtagskita Neu-Buckow,"Marienfelder Chaussee 66-72, 12349 Berlin",12349,Buckow,52.4182628,13.4158833,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
356,Hochmeister-Kindertagesstätte,"Paulsborner Straße 86, 10709 Berlin",10709,Wilmersdorf,52.496128,13.3038344,Förderverein für die Kita der Hochmeister-Kirchengemeinde in Berlin-Wilmersdorf e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
357,Kita Immanuel,"Immanuelkirchstraße 1a, 10405 Berlin",10405,Prenzlauer Berg,52.5327456,13.4218885,Kirchengemeinde Immanuel,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
358,Kita der Ev. Kirchengem. Klosterfelde,"Seegefelder Straße 116, 13583 Berlin",13583,Falkenhagener Feld,52.5392285,13.1820843,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
359,Kinderhaus Kapernaum,"Seestraße 35, 13353 Berlin",13353,Nan,52.5487528,13.3496377,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
360,Kita der Ev. Kirchengem. Kaiser-Wilhelm-Gedächtnis,Unknown,Unknown,Nan,52.4995774,13.3337526,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
361,Evangelische Kita Kornelius,"Dubliner Straße 29, 13349 Berlin",13349,Nan,52.5592909,13.3437803,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
362,Kita der Ev. Kirchengem. Konradshöhe-Tegelort,Unknown,Unknown,Nan,52.5709893,13.2315355,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
363,Evangelische Kita Elias,"Göhrener Straße 11, 10437 Berlin",10437,Nan,52.5407066,13.4205564,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
364,Evangelische Kita Emmaus-Ölberg,"Lausitzer Straße 29-30, 10999 Berlin",10999,Nan,52.4949312,13.426954,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
365,Kita der Ev. Kirchengem. Dreifaltigkeit,Unknown,Unknown,Nan,52.4354558,13.3455205,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
366,Evangeliums-Kita,"Hausotterplatz 3, 13409 Berlin",13409,Reinickendorf,52.5698344,13.3759001,Evangelische Evangeliums-Kirchengemeinde zu Reinickendorf,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
367,Kita der Evangelischen Kirchengemeinde Epiphanien,"Knobelsdorffstraße 74, 14059 Berlin",14059,Westend,52.5132519,13.2841015,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
368,Evangelische Kita Erlöser,"Wikingerufer 9, 10555 Berlin",10555,Moabit,52.52208,13.3303639,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
369,Evangelische Kita Galiläa,"Rigaer Straße 9, 10247 Berlin",10247,Nan,52.5178252,13.4561539,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
370,Kita der Kath. Kirchengem. St. Albertus-Magnus,"Johann-Georg-Straße 8, 10709 Berlin",10709,Halensee,52.4968433,13.2979963,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
371,Kita Herz Jesu,"Schönhauser Allee 182, 10119 Berlin",10119,Prenzlauer Berg,52.5304628,13.4100667,Kirchengemeinde Herz Jesu,40.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
372,Kita der Kath. Kirchengem. Maria Frieden,"Kaiserstraße 29, 12105 Berlin",12105,Mariendorf,52.4449611,13.384456,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
373,Kita der Kath. Kirchengem. Corpus Christi,Unknown,Unknown,Nan,52.5279034,13.4487198,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
374,Rosenkranz-Kita,"Kieler Straße 10, 12163 Berlin",12163,Steglitz,52.4586989,13.3244139,Kindertagesstätte Rosenkranz-Basilika in Berlin-Steglitz e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
375,Schatzinsel,"Gorkistraße 127, 13509 Berlin",13509,Tegel,52.5919246,13.3019057,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
376,Evangelische Kita Zion,"Griebenowstraße 16, 10435 Berlin",10435,Mitte,52.5354367,13.4050757,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
377,Evangelische Kindertagesstätte,Unknown,Unknown,Nan,52.5151576,13.4915948,Evangelische Kirchengemeinde Alt-Lichtenberg,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
378,Evangelische Kita Martin Luther,"Pradelstraße 11, 13187 Berlin",13187,Pankow,52.5646604,13.3961992,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
379,Evangelische Kita Wilhelmsruh,"Goethestraße 1, 13158 Berlin",13158,Wilhelmsruh,52.5878139,13.3677113,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
380,Kita der Evangelischen Kirchengemeinde Weißensee,Unknown,Unknown,Nan,52.5524356,13.4496617,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
381,Kita der Ev. Kirchengem. Weihnacht-Haselhorst,"Haselhorster Damm 58, 13599 Berlin",13599,Haselhorst,52.5473577,13.2369402,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
382,Evangelische Kita Arche Noah,"Malchower Weg 44, 13053 Berlin",13053,Alt-Hohenschönhausen,52.5537165,13.5035781,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
383,Stephanus-Kita,"Mühlenstraße 47, 14167 Berlin",14167,Zehlendorf,52.4310655,13.2753279,Evangelische Stephanus-Kirchengemeinde Berlin-Zehlendorf,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
384,Kita der Ev. Kirchengem. St. Simeon,Unknown,Unknown,Nan,52.5003229,13.4071278,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
385,Kita und Hort Petrus,"Grunewaldstraße 7, 13597 Berlin",13597,Spandau,52.5308962,13.2050903,Evangelische Kirchengemeinde der St. Nikolai Gemeinde Spandau,75.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
386,Kita der Ev. Kirchengem. St. Johannis,Unknown,Unknown,Nan,52.5252764,13.3492859,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
387,Kita der Ev. Kirchengem. Schönow-Buschgraben,Unknown,Unknown,Nan,52.4132052,13.2599522,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
388,Kita der Ev. Kirchengem. Schmöckwitz,"Alt-Schmöckwitz 1, 12527 Berlin",12527,Schmöckwitz,52.3752343,13.6490326,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
389,Evangelische Kita Samariter,"Samariterstraße 27, 10247 Berlin",10247,Friedrichshain,52.5186128,13.4659715,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
390,Kita des Ev. Kirchenkreises Neukölln,Unknown,Unknown,Nan,52.4744247,13.4194953,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
391,Kita des Ev. Kirchenkreises Neukölln,Unknown,Unknown,Nan,52.42269,13.45053,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
392,Kita des Auswärtigen Amtes,Unknown,Unknown,Nan,52.5138796,13.3951899,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
393,Kita der Lukas-Gemeinde e.V.,"Kurfürstenstraße 133, 10785 Berlin",10785,Schöneberg,52.5016062,13.3548795,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
394,Svenska Victoriaförsamlingens förskola,Unknown,Unknown,Nan,52.4876371,13.3292399,Schwedische Victoriagemeinde e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
395,Kita Vogelnest,"Galenstraße 27, 13597 Berlin",13597,Spandau,52.5383463,13.1958678,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
396,Katholische Kindertagesstätte St. Rita,"General-Woyna-Straße 54, 13403 Berlin",13403,Reinickendorf,52.5700096,13.3148693,Caritasverband,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
397,Kita der Kath. Kirchengem.V.d. Auferstehung Christi,Unknown,Unknown,Lankwitz,52.4342476,13.3626812,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
398,Kita der Landesbank Berlin,Unknown,Unknown,Nan,52.4928293,13.3333228,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
399,Kita der Kath. Kirchengem. St. Matthias,"Goltzstraße 29, 10781 Berlin",10781,Schöneberg,52.495705,13.3538116,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
400,Kita der Kath. Kirchengem. St. Richard,"Schudomastraße 15, 12055 Berlin",12055,Nan,52.4733294,13.4513272,Katholische Kirchengemeinde St. Richard,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
401,Kita der Kath. Kirchengem. St. Nikolaus,Unknown,Unknown,Nan,52.5910948,13.3302082,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
