Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Einrichtungsbezirk,Einrichtungsbezirk Name,Einrichtungsnummer,Einrichtungsname,Straße,Hausnummer,PLZ,Telefon,Einrichtungstyp,Trägernummer,Trägername,ETRS_YKOORDINATE,ETRS_XKOORDINATE,Erlaubte Plätze (BE)
01,Mitte,01010010,Kita F.A.I.R.play,Albrechtstr.,20,10117,030 281 64 73,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,5820383.1,0390387.4,69
01,Mitte,01010020,Kita Kinderwelt,An der Kolonnade,003,10117,030 2291378,Reguläre Einrichtung,1334,Forum Soziale Dienste GmbH,5819189.1,0390206.3,155
01,Mitte,01010030,FRÖBEL Kindergarten Casa Fantasia,Anklamer Str.,038,10115,48495184,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821774.7,0391426.8,69
01,Mitte,01010080,Kita Regenbogen,Fehrbelliner Str.,080,10119,030 449 32 38,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,5821420.5,0391807.6,91
01,Mitte,01010100,"FRÖBEL Kindergarten ""Schatzinsel""",Fischerinsel,008,10179,2013788,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5819215.1,0391799.7,234
01,Mitte,01010110,Kita Französische Str. 16a u. 16b,Französische Str.,016,10117,030 208 92 14,Reguläre Einrichtung,1318,Kinder im Kiez gGmbH,5819488.7,0390612.0,180
01,Mitte,01010130,Kita Pelikan,Friedrichstr.,129F,10117,030403662090,Reguläre Einrichtung,1339,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,5820745.2,0390390.6,190
01,Mitte,01010150,Kita Gartenstr. 107/Kigä City,Gartenstr.,107,10115,030 2828337,Reguläre Einrichtung,0120,Kindergärten City,5821171.6,0390926.7,140
01,Mitte,01010170,Kita Kinderakademie,Habersaathstr.,013,10115,030 2824496,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,5821358.4,0389784.3,150
01,Mitte,01010180,Lichtenberger Straße 32/33,Lichtenberger Str.,032,10179,030 2492179,Reguläre Einrichtung,0120,Kindergärten City,5819504.2,0393049.3,190
01,Mitte,01010200,Kita Jerusalemer Str. 10/12/Kigä City,Jerusalemer Str.,010,10117,030 20216803,Reguläre Einrichtung,0120,Kindergärten City,5819181.6,0391208.4,185
01,Mitte,01010210,Kita Kleine Auguststr. 10/11Kigä City,Kleine Auguststr.,011,10119,030 2826045,Reguläre Einrichtung,0120,Kindergärten City,5820977.9,0391403.6,220
01,Mitte,01010250,Kita Max-Beer-Str. 24/26/Kigä City,Max-Beer-Str.,24,10119,030 2476849,Reguläre Einrichtung,0120,Kindergärten City,5820733.7,0392051.8,200
01,Mitte,01010280,"FRÖBEL Kindergarten ""Traumzauberbaum""",Mollstr.,007A,10178,2419156,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5820422.0,0392888.9,240
01,Mitte,01010330,Kita Umka,Leipziger Str.,047,10117,0176 83176995,Reguläre Einrichtung,8368,MITRA bilinguale Kindergärten gemeinnützige GmbH,5818992.9,0391255.1,65
01,Mitte,01010360,Kita Schwedter Straße,Schwedter Str.,232,10435,030 449 34 59,Reguläre Einrichtung,1318,Kinder im Kiez gGmbH,5822145.2,0391777.1,120
01,Mitte,01010390,Kita Pfiffikus,Rückerstr.,002,10119,283057224,Reguläre Einrichtung,1205,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,5820927.6,0391940.8,150
01,Mitte,01010410,Kita Trauminsel,Schmidstr.,002,10179,030 2794009,Reguläre Einrichtung,1334,Forum Soziale Dienste GmbH,5818808.3,0392685.8,85
01,Mitte,01010450,Kita Villa Murkelmaier,Sebastianstr.,22,10179,030 2792668,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,5818670.9,0392118.2,94
01,Mitte,01010460,Kita Pusteblume,Sebastianstr.,023,10179,030 279 22 10,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,5818705.3,0392110.6,86
01,Mitte,01010470,Kita Veteranenstr. 10/Kigä City,Veteranenstr.,10,10119,030 47378193,Reguläre Einrichtung,0120,Kindergärten City,5821519.4,0391588.1,133
01,Mitte,01010500,Kita Weydemeyerstr. 20/21,Weydemeyerstr.,020,10178,030 2419151,Reguläre Einrichtung,0120,Kindergärten City,5820092.9,0393261.2,138
01,Mitte,01010550,Kita Oase,Kastanienallee,063A,10119,030 443 83 661,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,5821632.2,0391950.5,95
01,Mitte,01010560,Kita St. Elisabeth,Elisabethkirchstr.,021,10115,030 449 65 27,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5821571.0,0391248.8,125
01,Mitte,01010570,Zions-Kindergarten,Griebenowstr.,016,10435,030 627 37 521,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5821787.2,0391819.3,85
01,Mitte,01010580,Ev. Kita Sophien,Große Hamburger Str.,028,10115,030 24342439,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820649.2,0391393.2,84
01,Mitte,01010590,Kindergarten Alegria Jardin infantil,Mohrenstr.,007,10117,030 51055655,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,5819189.0,0390557.6,100
01,Mitte,01010620,Kita Habersaathstraße,Habersaathstr.,005,10115,030 282 35 35,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5821392.6,0389720.1,90
01,Mitte,01010630,Kita Kinderinsel,Eichendorffstr.,017,10115,030 41716928,Reguläre Einrichtung,1310,Kinderinsel e. V. Inselnest,5821226.5,0390605.0,30
01,Mitte,01010640,Kinderladen Rosenthaler Vorstadt,Wolliner Str.,060,10435,030 5471 3948,Reguläre Einrichtung,1152,Kinderladen Rosenthaler Vorstadt e.V.,5821958.1,0391718.7,19
01,Mitte,01010720,Kita Fürstenberger Str. 4/5/Kigä City,Fürstenberger Str.,004,10435,030 34620678,Reguläre Einrichtung,0120,Kindergärten City,5821978.2,0391805.6,180
01,Mitte,01010810,EKT - Rosinante,Strelitzer Str.,071,10115,030 01636939419,Reguläre Einrichtung,1173,Rosinante e.V.,5821642.9,0391213.0,17
01,Mitte,01010830,"EKT - ""Pippi Langstrumpf""",Krausnickstr.,003A,10115,030 2479252,Reguläre Einrichtung,0508,Kinderladen Pippi Langstrumpf e.V.,5820633.6,0391207.8,21
01,Mitte,01010850,Kita Cavalo-Marinho/Portubi e.V.,Anklamer Str.,046,10115,030 4849 1840,Reguläre Einrichtung,1332,PORTUBI e. V.,5821741.1,0391259.1,30
01,Mitte,01010870,Kinderladen Oskar Kirschkern,Anklamer Str.,029,10115,017643318775,Reguläre Einrichtung,0772,Kirschkern e.V.,5821888.5,0391509.5,35
01,Mitte,01010890,Kindergarten Alegria,Voßstr.,012,10117,030 51055655,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,5819145.9,0390064.6,45
01,Mitte,01010900,Fliederhof Waldorfkindergarten Berlin-Mitte,Zionskirchstr.,049,10119,030 40006900,Reguläre Einrichtung,1368,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,,,43
01,Mitte,01010940,EKT NaturKindergarten Berlin Mitte,Krausnickstr.,011,10115,030 27596089,Reguläre Einrichtung,1388,Initiative zur Gründung eines Naturkindergartens in Berlin Mitte e.V.,5820668.3,0391341.0,19
01,Mitte,01010950,Musikkindergarten Berlin,Leipziger Str.,041,10117,030-70084892,Reguläre Einrichtung,1713,MUSIKKINDERGARTEN BERLIN e.V. c/o Staatsoper im Schillertheater,5818974.5,0391026.3,135
01,Mitte,01010960,Kinderladen Paul Kirschkern,Anklamer Str.,029,10115,017643320882,Reguläre Einrichtung,0772,Kirschkern e.V.,5821888.5,0391509.5,25
01,Mitte,01010980,Berlin Metropolitan School,Linienstr.,122,10115,030 887273918,Reguläre Einrichtung,7373,Berlin Metropolitan School gGmbH,5820863.3,0390811.9,140
01,Mitte,01011000,Lauder Nitzan Kindergarten Yeshivat Beit Zion-Lauder Jüdisches Lehrhaus,Brunnenstr.,033,10115,030 405046925,Reguläre Einrichtung,1391,Lauder Yeshurun gGmbH,5821792.4,0391352.4,70
01,Mitte,01011020,Kita CASA AZUL - MAISON BLEUE,Reinhardtstr.,031,10117,030 24083164,Reguläre Einrichtung,7393,CASA AZUL - BLAUES HAUS e.V.,5820401.4,0390147.4,45
01,Mitte,01011030,Kita Torstraße,Torstr.,134,10119,03024628214,Reguläre Einrichtung,7434,"Be Smart Academy ""Alte Seifenfabrik"" gGmbH",5821115.9,0391454.7,102
01,Mitte,01011050,Kita im BMFSFJ,Glinkastr.,024,10117,030 325 144 85,Reguläre Einrichtung,1318,Kinder im Kiez gGmbH,,,20
01,Mitte,01011090,El mundo de los ninos,Brunnenstr.,030,10119,0049 015775764079,Reguläre Einrichtung,7502,El mundo de los ninos e. V.,,,42
01,Mitte,01011140,Kinderladen Piraterie,Anklamer Str.,022,10115,0176 10281206,Reguläre Einrichtung,7773,Menkenke e. V.,,,20
01,Mitte,01011150,Kita Adalbertstraße 24,Adalbertstr.,024,10179,40054204,Reguläre Einrichtung,0643,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,,,30
01,Mitte,01011160,FRÖBEL Kindergarten Mittendrin,Borsigstr.,032,10115,28500856,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,,,200
01,Mitte,01011170,Kinderinsel MITTEndrin,Garnisonkirchplatz,002,10178,030 24723369,Reguläre Einrichtung,7875,Kinderinsel MITTEndrin - Kita am Hackeschen Markt gGmbH,,,23
01,Mitte,01011180,Kita im BMAS,Wilhelmstr.,050,10117,030 325 144 85,Reguläre Einrichtung,1318,Kinder im Kiez gGmbH,,,18
01,Mitte,01011190,Kila Spreepferdchen,Köpenicker Str.,045,10179,030 24088849,Reguläre Einrichtung,7994,abc city kids e. V.,,,23
01,Mitte,01011210,BCS Kindergarten Preschool,Invalidenstr.,130,10115,030 688332340,Reguläre Einrichtung,7409,EBS-Europäische Bildungsstiftung gGmbH,,,320
01,Mitte,01011220,Kita im BMEL,Wilhelmstr.,054,10117,030 325 144 85,Reguläre Einrichtung,1318,Kinder im Kiez gGmbH,,,15
01,Mitte,01011230,Kinderinsel Nebenan,Garnisonkirchplatz,002,10178,030 24723369,Reguläre Einrichtung,8074,Kinderinsel am Garnisonkirchplatz gUG (haftungsbeschränkt),,,25
01,Mitte,01011250,Kinderinsel Ziegelstraße,Ziegelstr.,027,10117,030 24723369,Reguläre Einrichtung,8128,Kinderinsel Ziegelstraße gUG (haftungsbeschränkt),,,23
01,Mitte,01011260,Musikkindergarten Sternenklang,Rheinsberger Str.,056,10115,030 48496222,Reguläre Einrichtung,8241,Musikkindergarten Sternenklang gemeinnützige UG (haftungsbeschränkt),,,25
01,Mitte,01011270,Kita jurella am Park,Chausseestr.,50B,10115,03052667912,Reguläre Einrichtung,8250,Jurella gGmbH,5821851.5,0390003.4,54
01,Mitte,01011280,El mundo de los ninos,Fehrbelliner Str.,051,10119,0049 03048492077,Reguläre Einrichtung,7502,El mundo de los ninos e. V.,,,65
01,Mitte,01011290,Kinderladen IrgendWieAnders,Wilhelmine-Gemberg-Weg,10,10179,0176 24464410,Reguläre Einrichtung,8120,FürKinder e. V.,5818994.9,0393086.1,25
01,Mitte,01011300,Kinderladen Emil Kirschkern,Ackerstr.,3A,10115,017643327555,Reguläre Einrichtung,0772,Kirschkern e.V.,5821201.8,0391323.2,25
01,Mitte,01011310,Kita Steinstraße 27,Steinstr.,027,10119,030 40006900,Reguläre Einrichtung,1368,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,,,25
01,Mitte,01011320,Kita BMBF,Kapelle-Ufer,002,10117,01603758951,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,,,12
01,Mitte,01011330,Kita an der Humboldt-Universität zu Berlin,Ziegelstr.,005,10117,030 93939-8620,Reguläre Einrichtung,1256,studierendenWERK BERLIN,5820469.4,0390754.1,88
01,Mitte,01011340,Alegria Kiga,Mohrenstr.,011,10117,030 51055655,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,,,48
01,Mitte,01011350,Kita am Alex,Wadzeckstr.,004,10178,030 40042027,Reguläre Einrichtung,8875,Mahalo gGmbH,,,100
01,Mitte,01011360,Kita Jacoby-Schwalbe,Jacobystr.,004,10179,030 225027940,Reguläre Einrichtung,8575,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,,,105
01,Mitte,01011370,Eschkol Kindergarten,Brunnenstr.,033,10115,030405046923,Reguläre Einrichtung,8518,Kahal Adass Jisroel KiTa gemeinnützige UG (haftungsbeschränkt),,,25
01,Mitte,01011380,Jump Bilingual Kindergarten,Wilhelmstr.,088,10117,030 47051700,Reguläre Einrichtung,8648,Jump Bilingual Kindergarten gUG,,,20
01,Mitte,01011390,Jump Bilingual Kindergarten,Bergstr.,079,10115,030 47051691,Reguläre Einrichtung,8648,Jump Bilingual Kindergarten gUG,,,42
01,Mitte,01011400,FRÖBEL - Kindergarten Charité Mitte,Invalidenstr.,103A,10115,28094011,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821198.6,0390164.1,70
01,Mitte,01011410,Kita Feuerfalter,Chausseestr.,084,10115,120 83 21 22,Reguläre Einrichtung,8000,SOCIUS - Die Bildungspartner gemeinnützige GmbH,,,28
01,Mitte,01011420,Kleiner Fratz,Alexandrinenstr.,056,10179,030 28444482,Reguläre Einrichtung,0627,Kleiner Fratz GmbH,,,55
01,Mitte,01011430,El Mundo de Los Ninos,Hirtenstr.,012,10178,0176 21725432,Reguläre Einrichtung,8701,El mundo de los ninos gGmbH,,,13
01,Mitte,01011440,FRÖBEL-Kindergarten,Jägerstr.,025,10117,20075362,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,,,30
01,Mitte,01011450,FRÖBEL-Kindergarten in der Charite Rahel Hirsch,Charitéplatz,001,10117,20095246,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,,,25
01,Mitte,01011460,Kita Wasserflöhe,An der Kieler Brücke,031,10115,030 8169013940,Reguläre Einrichtung,8194,Johanniter-Unfall-Hilfe e. V. Regionalverband Berlin,,,60
01,Mitte,01011470,Kita Schmidchen,Schmidstr.,004,10179,030 40362060,Reguläre Einrichtung,1339,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,5818873.0,0392691.4,215
01,Mitte,01011480,FRÖBEL -Kita im BMG,Mauerstr.,029,10117,184411970,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,,,15
01,Mitte,01011490,Deutsch-Italienische Kita/Kigä City,Schmidstr.,2E,10179,030 30830290,Reguläre Einrichtung,0120,Kindergärten City,5818816.3,0392651.3,55
01,Mitte,01011500,Heilpädagogische Gruppe Kita Trauminsel,Schmidstr.,002,10179,030 2794009,Heilpädagogische Gruppe,1334,Forum Soziale Dienste GmbH,,,5
01,Mitte,01011510,Inklusionskita Salamander Fischerinsel,Mühlendamm,1,10179,03053843379,Reguläre Einrichtung,9013,Kita Salamander gGmbH,5819426.8,0391863.4,25
01,Mitte,01020010,Kita Fantasia,Bredowstr.,027A,10551,030 3989 5301,Reguläre Einrichtung,0107,Orte für Kinder GmbH,5821497.9,0387388.0,135
01,Mitte,01020020,Kita Paradies für Kinder,Calvinstr.,016,10557,030 3948 0196,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,5820256.2,0388115.2,98
01,Mitte,01020030,Kita Emdener Str. 11/Kigä City,Emdener Str.,011,10551,030 39408573,Reguläre Einrichtung,0120,Kindergärten City,5821213.6,0386989.8,220
01,Mitte,01020040,Kita Havelberger Str. 21/Kigä City,Havelberger Str.,021,10559,030 39494392,Reguläre Einrichtung,0120,Kindergärten City,5821585.6,0387859.1,158
01,Mitte,01020050,Kita/Kinder in Bewegung (KiB),Klopstockstr.,029,10557,030 3640 9507,Reguläre Einrichtung,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,5819883.8,0387382.3,93
01,Mitte,01020060,Evangelische Kindertagesstätte St. Johannis der Gemeinde Tiergarten,Alt-Moabit,025,10559,030 39889094,Reguläre Einrichtung,0450,Ev. Kirchengemeinde Tiergarten,5820694.3,0388010.4,75
01,Mitte,01020080,Kita Birkelinchen/Ev. Kirchengem. Heilige-Geist,Birkenstr.,060,10559,030 44724023,Reguläre Einrichtung,0451,Ev. Kirchengemeinde Heilige-Geist,5821357.5,0387809.2,30
01,Mitte,01020090,KITA Sonnenschein,Pohlstr.,087,10785,030 (030) 23005178,Reguläre Einrichtung,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,5818067.9,0388753.2,135
01,Mitte,01020100,Kita Rathenower Str. 15/Kigä City,Rathenower Str.,015,10559,030 74780168,Reguläre Einrichtung,0120,Kindergärten City,5821110.6,0388359.3,200
01,Mitte,01020110,Kita Otto,Ottostr.,016,10555,030 3927979,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820844.2,0387082.5,45
01,Mitte,01020120,Kita Sprachwelt,Rostocker Str.,032A,10553,030 3948 0513,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,5821512.9,0386440.1,110
01,Mitte,01020160,Ev. Kita Erlöser,Wikingerufer,009,10555,030 3912489,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820409.4,0386719.1,60
01,Mitte,01020180,Kita Holsteiner Ufer 12/Kigä City,Holsteiner Ufer,012,10557,030 36409506,Reguläre Einrichtung,0120,Kindergärten City,5820389.1,0387602.2,115
01,Mitte,01020200,Spreekita,Paulstr.,020D,10557,030 22635770,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820030.8,0388446.6,110
01,Mitte,01020210,Kath. Kita St. Laurentius,Bandelstr.,041,10559,030 259 365 125,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5820951.2,0388047.0,65
01,Mitte,01020230,EKT - Cocorico et Co,Kluckstr.,029,10785,030 25799626,Reguläre Einrichtung,0562,COCORICO et Co. e. V.,5818219.4,0388782.1,19
01,Mitte,01020240,Kita Alt-Moabit 117/Kigä City,Alt-Moabit,117,10559,030 39805060,Reguläre Einrichtung,0120,Kindergärten City,5820558.6,0388351.3,105
01,Mitte,01020270,AWO Kita Maulwurf,Lützowstr.,083,10785,030 261 89 50,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5818262.5,0388885.1,100
01,Mitte,01020280,AWO Kita Schmetterling,Turmstr.,071,10551,030 397 41 995,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5820944.5,0386864.2,65
01,Mitte,01020310,EKT - Frecher Spatz,Elberfelder Str.,018,10555,030 391 45 40,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820364.6,0387082.2,20
01,Mitte,01020440,Kinderladen Stoppelhopser,Quitzowstr.,136,10559,030 395 75 78,Reguläre Einrichtung,1006,Stoppelhopser e.V.,5821838.7,0388196.9,25
01,Mitte,01020480,Kita Lehrter Straße 40,Lehrter Str.,040,10557,030 39703022,Reguläre Einrichtung,0120,Kindergärten City,5821804.4,0388673.2,74
01,Mitte,01020490,EKT - Maluch,Stephanstr.,017,10559,030 3967815,Reguläre Einrichtung,1038,Verein zur Förderung und Integration polnischer Kinder in der Berliner Gesellschaft e.V.,5821745.0,0388060.1,30
01,Mitte,01020500,EKT - Perle,Wilsnacker Str.,014,10559,030 3945859,Reguläre Einrichtung,0897,Perle e.V.,5821007.7,0388183.1,20
01,Mitte,01020510,Kita Safina,Rostocker Str.,026,10553,39480386,Reguläre Einrichtung,8428,HadeWe-Integra gemeinnützige GmbH,5821523.4,0386503.1,20
01,Mitte,01020520,EKT Flocke,Bochumer Str.,011,10555,030 3922126,Reguläre Einrichtung,0626,Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.,5820379.3,0387250.5,25
01,Mitte,01020550,EKT - Drunter und Drüber,Stromstr.,058,10551,030 3951860,Reguläre Einrichtung,0602,EKT Drunter und Drüber Stromstraße 58 e.V.,5821003.4,0387591.7,23
01,Mitte,01020580,EKT Schneckenhaus,Flemingstr.,011,10557,030 3921261,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820228.2,0388515.4,18
01,Mitte,01020620,EKT - ALIBABA,Waldstr.,015,10551,030 396 26 64,Reguläre Einrichtung,0521,Ali Baba e.V.,5821291.4,0386821.0,15
01,Mitte,01020630,EKT Regenbogen,Calvinstr.,013,10557,030 3935555,Reguläre Einrichtung,0921,Eltern-Initiativ-Kindertagesstätte Regenbogen e.V.,5820354.9,0388140.3,18
01,Mitte,01020640,EKT - Kinderladen Badehaus,Wilsnacker Str.,062,10559,030/3946069,Reguläre Einrichtung,0744,Kinderladen Badehaus e.V.,5820969.1,0388157.4,26
01,Mitte,01020670,"EKT - Panther, Tiger und Co.",Lübecker Str.,013,10559,01775069879,Reguläre Einrichtung,1054,VSU-Verein für Sozial- und Umweltpolitik Berlin e.V.,5821112.9,0387768.6,25
01,Mitte,01020680,EKT - Sagaland,Quitzowstr.,125,10559,030 395 30 52,Reguläre Einrichtung,0942,Sagaland e.V.,5821806.4,0387996.0,18
01,Mitte,01020700,Kita Emdener Str.,Emdener Str.,028,10551,030 3951367,Reguläre Einrichtung,8662,Forum Soziale Dienste Kita I GmbH,5821547.7,0387047.3,50
01,Mitte,01020730,Kita Huttenstr. 22A/Kigä City,Huttenstr.,022A,10553,030 3443521,Reguläre Einrichtung,0120,Kindergärten City,5821215.7,0385958.0,85
01,Mitte,01020740,Kita Lützowstraße,Lützowstr.,061,10785,030 230 05 177,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5818465.7,0388363.0,115
01,Mitte,01020750,Kita Lüneburger Straße,Lüneburger Str.,014,10557,030 394 80 391,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5820171.6,0388552.8,95
01,Mitte,01020760,EKT - Arche Moabit,Huttenstr.,031,10553,030 349 58 38,Reguläre Einrichtung,0533,Arche Moabit e.V.,5821268.4,0385731.6,32
01,Mitte,01020770,Kita Kleiner Frosch,Lübecker Str.,032,10559,030 3965210,Reguläre Einrichtung,8729,TEVBB Soziale Dienste GmbH,5821295.7,0387716.7,40
01,Mitte,01020780,Kenntnisreich Kindertagesstätte Am Zoo,Katharina-Heinroth-Ufer,001,10787,2693 1422,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,5818816.4,0387635.3,39
01,Mitte,01020790,KiBiLuga,Bissingzeile,015,10785,030 264 1248,Reguläre Einrichtung,0107,Orte für Kinder GmbH,5818243.6,0389385.7,130
01,Mitte,01020820,Kita Pädagogisches Arbeitskollektiv,Emdener Str.,047,10551,030 396 20 71,Reguläre Einrichtung,1253,Pädagogisches Arbeitskollektiv e.V.,5821273.7,0386968.2,35
01,Mitte,01020830,Kita Verein für praktische Pädagogik,Alt-Moabit,133B,10557,030 392 44 65,Reguläre Einrichtung,1263,Verein für praktische Pädagogik Moabit e.V.,5820409.2,0388777.8,45
01,Mitte,01020840,Kinder- und Schülerladen Olle Burg,Waldstr.,042,10551,030/3955572,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821359.3,0386791.9,30
01,Mitte,01020850,EKT - Der Kick - Initiative im Kiez,Birkenstr.,033,10551,030 3954982,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821571.6,0387464.8,16
01,Mitte,01020860,Kinderladen Rosa Kirchkern,Bochumer Str.,002,10555,017643316670,Reguläre Einrichtung,0772,Kirschkern e.V.,5820688.8,0387221.4,28
01,Mitte,01020870,Kita Hansa-Ufer 3a Kigä City,Hansa-Ufer,3A,10555,030 34620664,Reguläre Einrichtung,0120,Kindergärten City,5820077.3,0387136.4,100
01,Mitte,01020890,Kita am Lützowplatz 1,Lützowplatz,001,10785,75940911,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,5818489.6,0388276.5,30
01,Mitte,01020900,Kita Swimmy,Siemensstr.,010,10551,39880470,Reguläre Einrichtung,7859,MiniKitas First gGmbH,5821588.4,0386882.6,25
01,Mitte,01020950,Kita SOS-Kinderdorf,Waldstr.,023,10551,33099341,Reguläre Einrichtung,1347,SOS-Kinderdorf e.V.,5821470.2,0386852.6,126
01,Mitte,01020960,Kita an der UdK,Siegmunds Hof,017,10555,030 939398480,Reguläre Einrichtung,1256,studierendenWERK BERLIN,5819686.0,0387058.5,70
01,Mitte,01021000,FRÖBEL Kindergarten Stepping Stones,Lützowstr.,106,10785,030 46 99 77 70,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5818041.3,0389268.5,170
01,Mitte,01021010,Kita Cheburashka-Tiergarten,Wilsnacker Str.,040,10559,030 39886617,Reguläre Einrichtung,7388,Cheburashka gGmbH,5821418.3,0388058.4,26
01,Mitte,01021060,EKT biberbau,Elberfelder Str.,019,10555,030 52102116,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820345.3,0387080.3,20
01,Mitte,01021090,Kinderladen Katz & Kedi,Jagowstr.,028,10555,030 3916129,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820568.0,0386957.9,24
01,Mitte,01021100,Die Bärenbande,Rostocker Str.,37,10553,03098435840,Reguläre Einrichtung,7754,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,5821339.1,0386477.9,23
01,Mitte,01021140,Kita Arlecchino,Alt-Moabit,035,10555,030 3983955,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),5820714.1,0387015.5,21
01,Mitte,01021160,Kita Spielraum Perlentaucher,Perleberger Str.,047,10559,03039881662,Reguläre Einrichtung,9198,SpielRaum Kindertagesstätten Berlin gGmbH,5821375.1,0387931.1,50
01,Mitte,01021170,Kindergarten Schatztruhe,Spenerstr.,037,10557,030 63966448,Reguläre Einrichtung,8140,"MI-SA-DI gUG (haftungsbeschränkt) gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog",5820510.2,0388337.9,45
01,Mitte,01021180,Kita Elfenbein,Huttenstr.,021,10553,030 34507967,Reguläre Einrichtung,8150,GFBE gGmbH- Gesellschaft für Bildung und Erziehung,5821162.2,0385968.7,35
01,Mitte,01021190,AWO Kita am Spreebogen,Alt-Moabit,098,10559,030 44724001,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5820692.4,0387819.4,40
01,Mitte,01021200,Kita Brighella,Alt-Moabit,037,10555,030 39839557,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),5820700.1,0386963.6,15
01,Mitte,01021210,Kita Olle Burg,Waldstr.,041,10551,030/20679347,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821374.5,0386794.6,12
01,Mitte,01021220,KiLa Jagowspatzen,Jagowstr.,010,10555,030 32304860,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820392.6,0386976.2,60
